Gene	number_of_undetected_samples	chi^2	pvalue	BH-corrected P-value	Bonferroni-corrected P-value
RBBP9	0	21.724771306875216	0.3556301218061389	0.8471491660029907	1.0
CCDC97	0	21.722213617544206	0.3557723400059974	0.8472669573076334	1.0
ING3	10	11.019447318099417	0.35600488387083273	0.8475997404568079	1.0
TSEN2	10	11.019415265473665	0.3560073744480796	0.8473847669622911	1.0
TIMM50	0	21.714182562844655	0.3562191026955399	0.8476678126415753	1.0
PSMG2	0	21.71209709895312	0.3563351660024248	0.8477231234957401	1.0
TTC4	0	21.70618504277135	0.3566643049193226	0.8482851814656701	1.0
WDFY3	0	21.70573141986435	0.3566895661039127	0.8481243965704335	1.0
RAP2A	0	21.703555382026092	0.35681075809382756	0.8481917370304339	1.0
WRN	0	21.702568157914357	0.35686574785568864	0.848101710946137	1.0
NDFIP1	0	21.696680142289935	0.35719381470526035	0.8486605384243348	1.0
BLVRA	0	21.695700054943206	0.35724843892800057	0.8485695689803457	1.0
APBB1	10	11.002685435278197	0.3573088200831488	0.8484923176857508	1.0
PLD1	0	21.67976772495446	0.35813705109224087	0.8502380264168017	1.0
TOP1	0	21.670461643221255	0.3586566463031444	0.8512502990349838	1.0
PSMA2	0	21.670379387006832	0.35866124081899464	0.8510400395946682	1.0
DNAAF2	10	10.978692445466644	0.35918047114187934	0.8520507124516322	1.0
NT5C2	0	21.659770521357913	0.35925407938382337	0.8520040267495348	1.0
MYD88	0	21.65922296577148	0.35928469200525665	0.8518554236978216	1.0
ITGA5	0	21.654673273633154	0.3595391099794682	0.8522373972080153	1.0
AASDHPPT	0	21.64883012211737	0.35986600126995866	0.8527909158273307	1.0
CSF1R	0	21.64146787531981	0.3602781065726272	0.853546030435228	1.0
FHOD1	0	21.630290300557984	0.36090426470914583	0.8548077410758892	1.0
DNAH17	0	21.621974724000616	0.361370477400517	0.8556900622501742	1.0
MPRIP	0	21.61862226702036	0.3615585247539138	0.8559134283508281	1.0
PRKD3	10	10.946153107113556	0.3617285539520086	0.8560940355645749	1.0
CAPN5	0	21.61414440084156	0.3618097813176774	0.8560644385425771	1.0
TTC9C	0	21.61136961001029	0.36196552421241973	0.8562111195628153	1.0
APEX1	0	21.606398064658777	0.36224465639986886	0.8566495201708966	1.0
POLR1A	0	21.591443580551214	0.36308498820992086	0.858414495811858	1.0
NUDC	0	21.5892534927687	0.3632081428545781	0.858483428750223	1.0
DENND2D	0	21.58704369222393	0.36333242872828614	0.8585549991139553	1.0
CENPB	0	21.58274858073857	0.3635740640808143	0.8589037576953122	1.0
MED18	0	21.57798081651933	0.3638423909358828	0.8593153753342171	1.0
C5AR1	0	21.5594219312576	0.3648878831498753	0.8615617985542428	1.0
TIMM22	0	21.55499321803496	0.3651376063832997	0.8619286014729067	1.0
MRPS15	0	21.54155671656983	0.36589581252029524	0.8634952082035805	1.0
MRPL54	0	21.52309156231136	0.36693914631351504	0.8657337182333591	1.0
PAOX	10	10.87635191447729	0.3672321972378043	0.8662013577925792	1.0
GLT8D1	0	21.507051322903116	0.3678467463971478	0.8674268873857864	1.0
DECR2	0	21.501613007203026	0.368154730753898	0.8679290542011746	1.0
TGOLN2	0	21.500838034383154	0.3681986303588615	0.867808539630318	1.0
43358	0	21.491292925290004	0.3687395557434472	0.8688592266782516	1.0
NAV1	0	21.474991771118646	0.3696643187968637	0.8708135732710229	1.0
LRRC8E	0	21.46573684065563	0.3701898935572711	0.8718267916087047	1.0
NKAP	0	21.453649197208186	0.37087692566221825	0.873219634460696	1.0
SLC19A1	10	10.826262785223488	0.3712130701183046	0.8737858168532155	1.0
SPEN	0	21.412602329466754	0.373214912795631	0.8782715275863175	1.0
ARL15	0	21.412330649943037	0.37323041295502574	0.8780817520654945	1.0
DESI1	0	21.398551540455657	0.3740169936353964	0.8797056922153169	1.0
ANKS3	10	10.788144467006454	0.3742600595088545	0.8800507527019484	1.0
GLMP	10	10.787037380190199	0.37434877975332	0.8800327942051663	1.0
TMEM59	0	21.390257584971025	0.37449086951854865	0.8801402756852561	1.0
WASF1	10	10.77795142711877	0.37507739339489427	0.8812919562324594	1.0
SLC25A23	0	21.375292708620147	0.37534667700982965	0.8816978397970099	1.0
TCN1	10	10.767193207870564	0.37594121179267487	0.8828673405251991	1.0
MAST4	10	10.766447438609179	0.37600113675837565	0.8827810750679292	1.0
GXYLT2	10	10.765494883267795	0.37607768600327324	0.8827338746512193	1.0
VASN	0	21.362124486272283	0.37610057484235965	0.8825607785291035	1.0
EBP	0	21.362071501564966	0.37610360986570857	0.8823411941699245	1.0
ADAM15	0	21.36130761350206	0.3761473676354019	0.8822172338505716	1.0
GFPT1	0	21.353567717681614	0.3765908800444082	0.883030682271009	1.0
ITM2B	0	21.344956670318112	0.37708462813207444	0.8839614755467751	1.0
TNIP2	0	21.344182922529633	0.3771290103134585	0.8838386582480925	1.0
TOMM7	0	21.341094071677816	0.3773062136346762	0.8840271034185474	1.0
CFB	0	21.327915228575396	0.3780627477328004	0.8855724737224073	1.0
PLA1A	10	10.73530811891867	0.3785083994080663	0.8863890286650947	1.0
APH1B	0	21.312335122979125	0.37895813051786875	0.8872147157189683	1.0
DSCR3	0	21.304957687838673	0.37938248753371145	0.8879805890941534	1.0
TPBG	10	10.714989607289665	0.38014977270416783	0.8895485201401908	1.0
KIDINS220	0	21.29139774727689	0.38016310136283166	0.8893518454781612	1.0
BCCIP	0	21.290360826672444	0.38022282815617636	0.8892637873368395	1.0
ATXN2L	0	21.283299651428177	0.38062968020112464	0.8899874217298698	1.0
SMLR1	10	10.70770653769914	0.38073914547803495	0.8900155146278201	1.0
SDE2	0	21.280987121967247	0.3807629721289862	0.8898434555921266	1.0
GHITM	0	21.275308663598604	0.3810903736924263	0.8903807579772139	1.0
TPMT	0	21.246962026356524	0.38272688700335217	0.8939756161129451	1.0
RAB17	0	21.23242942647253	0.3835672628568375	0.8957094890492194	1.0
VAMP7	0	21.220454311151673	0.38426044632542344	0.8970988385199623	1.0
CHMP4B	0	21.217625549779783	0.38442428216663643	0.8972519726623793	1.0
HFE	0	21.214272555718246	0.38461852596650165	0.8974759830485589	1.0
BPHL	0	21.213153812985475	0.38468334733326676	0.8973979594367114	1.0
MPV17L	10	10.656452098444262	0.38490216542161426	0.8976791309488261	1.0
USP32	10	10.646080663151755	0.3857478131396765	0.8994216945122966	1.0
MPP1	0	21.178368862715125	0.38670156579942605	0.9014153650960076	1.0
FAM103A1	0	21.17349614053098	0.3869847025436294	0.9018451871219615	1.0
DAP3	0	21.173237891221408	0.38699971138890654	0.9016500928864499	1.0
TPCN1	0	21.17146281740673	0.387102882381993	0.901660450087922	1.0
MALSU1	0	21.170699163875195	0.38714727173875985	0.9015339196303146	1.0
CLIC1	0	21.160046548369753	0.38776674736753797	0.9027462920488719	1.0
PDK1	0	21.146923625397235	0.3885305549748787	0.9042939751747113	1.0
ATP8A1	0	21.13579170569237	0.3891790630945796	0.9055725817179098	1.0
PAIP2	0	21.1338829126695	0.3892903167836006	0.9056007292879837	1.0
OTUB1	0	21.133253844455957	0.38932698537160093	0.9054554004071381	1.0
POLR2I	0	21.125863293218043	0.38975791097527374	0.9062268332324783	1.0
PCYT2	0	21.120485438382268	0.3900716291651713	0.9067254235595595	1.0
TOPBP1	10	10.589850682898788	0.39035153278142554	0.9071451778353077	1.0
DNAJC7	0	21.10824188077103	0.390786324195102	0.9079245736132959	1.0
GNL3L	0	21.10699293313453	0.39085926545831123	0.9078630903943938	1.0
KIN	0	21.104750714640737	0.3909902327274863	0.9079363832952282	1.0
COA6	0	21.103540992160195	0.3910609012048114	0.9078696519327764	1.0
MAP2K3	0	21.10219642087201	0.39113945453474885	0.9078212549595581	1.0
ILK	0	21.09623188214773	0.391488011885006	0.9083993934313414	1.0
UBAC1	0	21.081696987680786	0.39233804468604117	0.9101405542589825	1.0
SIGIRR	10	10.564453799027305	0.39244128388971417	0.9101488689092838	1.0
SLC25A31	10	10.560054406798622	0.39280393880217396	0.910758662878968	1.0
SEPN1	0	21.063021288642933	0.39343156680011154	0.9119823603008677	1.0
H2AFY	0	21.0575905664062	0.3937498321417292	0.9124885097565117	1.0
UBA7	0	21.053849472721012	0.3939691504847924	0.9127651576300378	1.0
PGP	0	21.051254867677255	0.39412129188824174	0.9128860661464143	1.0
TBP;TBPL2	0	21.0510332535045	0.39413428813712287	0.9126846991775719	1.0
NLRC4	0	21.050390457378665	0.39417198518498764	0.9125406186804796	1.0
TF	0	21.046703108071018	0.3943882652446055	0.9128099408208267	1.0
ACAT1	0	21.0115612435306	0.3964523883573331	0.9173548677140926	1.0
ACLY	0	21.0093450926033	0.3965827329993264	0.9174240376096372	1.0
ARHGEF2	0	21.00519939007515	0.39682662126646806	0.9177557690622064	1.0
ABCA1	0	20.999712214891797	0.397149538491838	0.9182700595053054	1.0
DCAKD	0	20.992541652783654	0.39757171286838183	0.9190135291386816	1.0
FKBP7	0	20.992217840696895	0.3975907827408741	0.9188250553573895	1.0
MAOB	0	20.988143888685386	0.3978307426450358	0.91914702063676	1.0
INPP5A	0	20.98615036323624	0.3979481886810535	0.9191858389539863	1.0
SMIM12	0	20.98139356679718	0.39822849662529775	0.9196007230540694	1.0
PMF1	0	20.979574330999448	0.39833572539288453	0.9196158190124404	1.0
RPL17	0	20.97247976618114	0.3987540230835635	0.920348873596711	1.0
GET4	0	20.97243176269277	0.3987568541006266	0.9201228773372974	1.0
NOC3L	0	20.96976215725989	0.3989143098688982	0.9202536984169354	1.0
FRY	10	10.483640593513556	0.3991336837415624	0.9205272559625477	1.0
PTTG1IP	0	20.963013004949687	0.39931251375987975	0.9207071921658626	1.0
JMJD1C	0	20.960716497469694	0.39944805236385095	0.9207872443813858	1.0
ADCK1	0	20.957472105633308	0.3996395720459942	0.9209962683563122	1.0
FKBP11	0	20.949284304404095	0.40012310099980536	0.9218779721067665	1.0
SENP1	0	20.940125643512417	0.40066429415349053	0.9228920551081536	1.0
CDKN1B	0	20.939271479269536	0.400714785209922	0.9227756261528537	1.0
FNTB	0	20.938868446677375	0.4007386101819616	0.9225978640765958	1.0
CTBS	0	20.92753277376577	0.40140898584953033	0.9239083336098187	1.0
FOXO3	0	20.927123202689277	0.4014332172650738	0.9237313109805793	1.0
AKR1A1	0	20.926850967148056	0.4014493238951106	0.9235356864317494	1.0
CMTR1	0	20.909042852082468	0.40250359407688663	0.9257278581476216	1.0
EHBP1	0	20.9062778977491	0.40266740133349865	0.9258714442041398	1.0
ATAD3B	0	20.901894152717833	0.4029271769248782	0.9262355667895578	1.0
ARL6IP5	0	20.899346392411655	0.40307819054684785	0.9263495506452847	1.0
SERPINA5	0	20.89872690801894	0.40311491333444815	0.9262008813795006	1.0
SLC13A3	10	10.433578034038947	0.4033118758153093	0.9264203626310915	1.0
IRF2BP1	0	20.894739766795013	0.40335130722156576	0.9262779705442695	1.0
TMEM189	10	10.431488797506137	0.40348677576314385	0.9263561395286055	1.0
PRKCZ	0	20.888747943959874	0.40370667959236217	0.9266280735654797	1.0
RNASEH2B	0	20.88561185374068	0.4038927384434704	0.9268222060814612	1.0
ACVR1	0	20.87157396176152	0.4047260761697628	0.928501194086522	1.0
PPME1	0	20.86473553323905	0.4051323206927209	0.9291997701874988	1.0
A1BG	0	20.85488481112166	0.4057178491302376	0.9303090926704645	1.0
DHX58	0	20.84510911724604	0.4062993083029649	0.9314085298019524	1.0
ISCA1	0	20.835607947664446	0.4068648106006126	0.9324708444706135	1.0
SNX10	10	10.39113535042959	0.40687328990029614	0.9322563363420483	1.0
EPB41L5	0	20.831443712779542	0.4071127779781015	0.932571106414347	1.0
YBEY	0	20.82826249523045	0.40730225698997286	0.9327711918478993	1.0
BRI3BP	0	20.817725389456367	0.40793015801168014	0.9339749644323577	1.0
FSCN1	0	20.808705797915383	0.40846798694464065	0.934971961094086	1.0
MSRB2	0	20.796864022236157	0.409174596913657	0.9363546964701652	1.0
SPAG7	0	20.7967431167344	0.40918181436503603	0.9361366509508703	1.0
RPS12	0	20.794089190572347	0.409340255207909	0.9362646007547791	1.0
POLR2J;POLR2J3;POLR2J2	0	20.791188336618816	0.4095134700927136	0.9364262699941797	1.0
BSDC1	0	20.790905862298082	0.40953033891370344	0.936230434367673	1.0
SLC8B1	0	20.78056579209045	0.41014804788796727	0.9374079382784798	1.0
C1S	0	20.778699065235653	0.41025961050266246	0.9374283269253981	1.0
POLR1B	0	20.777210101069866	0.4103486065829597	0.9373971545578216	1.0
SLC30A9	0	20.77307379025188	0.4105958822689327	0.9377274800605556	1.0
LSR	0	20.766069717057352	0.41101475332069853	0.9384494355194849	1.0
ANO10	0	20.76210894050257	0.4112517098264812	0.9387557775169338	1.0
RPLP1	10	10.337672337257981	0.41138422487617216	0.9388236196387008	1.0
SCP2	0	20.75219751768149	0.4118449418032989	0.9396402331974841	1.0
NAT6	0	20.74933701290697	0.41201622519781045	0.9397962499329677	1.0
LYAR	0	20.734445258147105	0.4129084484601971	0.9415962196721548	1.0
MTHFD2	10	10.31578026694458	0.4132392762493672	0.942115404389783	1.0
CCDC134	0	20.72883864209542	0.4132445900611927	0.9418923985597386	1.0
STAP2	0	20.725601971972917	0.4134386993486459	0.9420997108660637	1.0
TMEM9B	0	20.72519667084278	0.4134630089427523	0.9419200949548907	1.0
DERL2	0	20.708285721551476	0.41447788892193077	0.9439966482603476	1.0
ST6GAL1	0	20.707210204355896	0.41454247216750867	0.9439083516095379	1.0
DOK4	10	10.298351335283845	0.4147194022998601	0.944075847757882	1.0
NOP14	0	20.693098791156057	0.41539026219609315	0.945367372199581	1.0
AFAP1L2	0	20.685922824657638	0.4158216811366165	0.9461134563579269	1.0
UROD	0	20.684606147026663	0.4159008616038381	0.9460579250380705	1.0
SLC9A1	0	20.67765827701429	0.41631879461881566	0.9467727966269033	1.0
TPST1	0	20.676454342388944	0.41639123364119995	0.9467018015546624	1.0
CYB5R3	0	20.672116942744672	0.41665225555483715	0.9470594947691209	1.0
F5	0	20.660785640643013	0.417334511125795	0.9483742448648633	1.0
SLC35F6	0	20.65852675198695	0.4174705779665965	0.9484474598430164	1.0
TMEM109	0	20.645916491769086	0.4182305350324598	0.949937696207773	1.0
CAPN2	0	20.638386988464845	0.41868459343775644	0.9507325688381476	1.0
PLEK2	10	10.249460481707345	0.418886726656372	0.9509551266598671	1.0
EPB41L1	0	20.63353540197661	0.41897727884238917	0.9509243259611184	1.0
CENPA	0	20.63249825690692	0.41903985925640724	0.9508300707052838	1.0
DLAT	0	20.630835682350458	0.41914018616981397	0.9508214903847271	1.0
RPAIN	10	10.24018379804007	0.41967998439437637	0.9518096095043058	1.0
MAP1B	0	20.614168045056772	0.4201465702267036	0.9526312378054826	1.0
TGFB1	0	20.60409225795429	0.4207554578801324	0.9537750302356042	1.0
SOWAHB	0	20.59915526303523	0.42105394595737977	0.9542148110245036	1.0
NPRL2	0	20.59520687472941	0.4212927303317716	0.9545191034780626	1.0
NDUFS7	0	20.593638537763503	0.42138759422007077	0.9544972465307308	1.0
SDHAF2	0	20.583288054682384	0.42201389793681665	0.9556788816902917	1.0
HNRNPDL	0	20.578138284990676	0.4223256601727481	0.9561478072279891	1.0
POLR3F	0	20.56660006578245	0.42302453811079205	0.9574927153818745	1.0
METTL2B	0	20.55815905319962	0.42353613499456183	0.9584131617703997	1.0
AP4B1	0	20.535194151832425	0.42492936096482997	0.9613276823611078	1.0
PTPN7	0	20.53494006463187	0.4249447869095829	0.961124501942848	1.0
TTC19	0	20.5287259858264	0.42532212650119605	0.9617397824549204	1.0
SRP14	0	20.521679240721767	0.42575020312821593	0.9624694567252465	1.0
PFDN5	0	20.51811227094035	0.4259669605816196	0.9627211707478178	1.0
RBBP7	0	20.511285045845234	0.4263819693595139	0.9634207140426622	1.0
PDK3	0	20.5095511709211	0.4264873946229485	0.9634205726172121	1.0
RAB32	0	20.505306664893588	0.42674552165318275	0.9637652940797522	1.0
SUPV3L1	0	20.502914775665033	0.4268910124242743	0.963855529411841	1.0
ARHGAP4	0	20.500262758970553	0.427052350728306	0.963981492635101	1.0
ARHGAP42	0	20.493429629033756	0.4274681717637986	0.9646816932836106	1.0
THOC7	0	20.487940920480934	0.42780230505192135	0.9651972460571141	1.0
FILIP1	0	20.47297188696979	0.4287141327341825	0.9670156024354876	1.0
POR	0	20.469477576620886	0.4289271049479859	0.9672570986394952	1.0
CTSH	10	10.131845894019387	0.4290031986660709	0.9671898823542892	1.0
LMNB1	0	20.46523435017313	0.42918578266653146	0.9673627228759704	1.0
ATPAF1	0	20.45604787425914	0.4297460396748978	0.9683865236493563	1.0
GTF2H3	0	20.433630899187776	0.4311144826975774	0.9712305304580597	1.0
LEAP2	10	10.105047248106668	0.4313260097017263	0.9714674344280805	1.0
AGAP1	0	20.425974608382145	0.4315822799572673	0.9718049711167954	1.0
RUFY1	0	20.424341892500262	0.4316820659856056	0.9717900686829026	1.0
KDM3A	10	10.100305509706944	0.431737684064945	0.9716757684980638	1.0
PRKAG1	0	20.421385960897407	0.4318627470448785	0.9717177799361605	1.0
DSN1	0	20.41114952615442	0.432488692744282	0.972886510057519	1.0
FAM73B	10	10.091476308449225	0.43250476978329594	0.9726830983577547	1.0
NELFE	0	20.40513117466229	0.43285688450686044	0.9732353338752231	1.0
RIN3	0	20.39808159137515	0.4332883312365885	0.9739656237223142	1.0
STARD13	0	20.39692152798936	0.4333593462737811	0.9738855584444986	1.0
MECP2	0	20.38192867103088	0.4342775916585704	0.9757090392663527	1.0
HERPUD2	0	20.36845801080749	0.435103295795861	0.9773237581169696	1.0
CDC123	0	20.36829604281389	0.43511322780629014	0.977105755976112	1.0
C21orf59	0	20.365930253295492	0.4352583106203078	0.9771912858641275	1.0
SUN2	0	20.356348691023566	0.43584610679676	0.9782704579441655	1.0
RBM19	0	20.354434066571166	0.4359636015971802	0.97829375267495	1.0
FAM46C	0	20.34702816053821	0.436418202425148	0.9790733094445779	1.0
CHORDC1	0	20.33954284891259	0.4368778748011293	0.9798638581922186	1.0
SEL1L3	10	10.038267867293275	0.4371423524799491	0.9802163283082188	1.0
MRPL41	0	20.32119968836039	0.43800516264552647	0.9819099534711814	1.0
RPP40	0	20.312092694518025	0.43856527676122126	0.9829243368491372	1.0
RRAS2	0	20.2958498884557	0.4395649902464792	0.9849232227480604	1.0
RPS27L	0	20.292375940032155	0.43977892453523154	0.9851608824577556	1.0
CTSS	0	20.28972892314421	0.4399419625304252	0.9852844393796895	1.0
FAM84B	0	20.28739558153022	0.44008570048685997	0.9853647223698191	1.0
WDR59	0	20.273676068398913	0.44093122864144824	0.9870159096035164	1.0
ZBTB16	10	9.985399335526346	0.4417751889434284	0.988662778882708	1.0
GPSM3	0	20.25791576822879	0.44190333263081666	0.9887072848890859	1.0
SLC39A13	10	9.983903568900315	0.44190661901330086	0.9884724838227962	1.0
SCARB1	0	20.247414482775866	0.44255153217140364	0.9896726599709671	1.0
C5orf45	10	9.974954263396414	0.4426933846272737	0.9897475353245754	1.0
MIOS	0	20.243739671891667	0.4427784518915365	0.9896954481462071	1.0
FPGS	0	20.237787321437324	0.4431461078060391	0.9902748721782615	1.0
ATP4B	10	9.964774161756152	0.4435892016356735	0.9910225485661952	1.0
LPIN3	0	20.229703612480638	0.4436456040152332	0.9909061632357848	1.0
OTUD5	10	9.948972491873597	0.4449814797052192	0.9936469081045884	1.0
CNBP	0	20.19374708775995	0.44587006284990227	0.9953877496964452	1.0
RHBDF2	0	20.192328858873264	0.4459578914199767	0.9953405235431689	1.0
SAA4	0	20.187609445911942	0.4462502055344939	0.9957496035051387	1.0
ME3	0	20.183840626192357	0.44648369486995254	0.9960272558005071	1.0
CASP6	0	20.164197085632146	0.4477014386290808	0.9984999362635885	1.0
YTHDC2	0	20.163217357880473	0.4477622076829951	0.9983916608322251	1.0
RPS7	0	20.12825122073177	0.4499331162647458	1.0	1.0
FLAD1	0	20.120125650117654	0.45043817773442607	1.0	1.0
TPGS1	0	20.11929931203761	0.45048955259480883	1.0	1.0
NUP188	0	20.116897591736397	0.4506388843699289	1.0	1.0
IGLL1	0	20.113489440764237	0.45085082537664234	1.0	1.0
WRNIP1	0	20.11135668782342	0.4509834731436246	1.0	1.0
TMEM38A	10	9.870016395914718	0.45197035859090184	1.0	1.0
ZBTB20	0	20.09369190741653	0.4520827138872291	1.0	1.0
RNF216	10	9.856109228308265	0.453206840238108	1.0	1.0
NRBP1	0	20.073579380776156	0.4533355043407341	1.0	1.0
APP	0	20.056584837379454	0.4543950938749822	1.0	1.0
DEPTOR	0	20.05320138721175	0.4546061584019202	1.0	1.0
CANX	0	20.05191817714027	0.45468621647201296	1.0	1.0
WDYHV1	10	9.83899792876233	0.4547304225495774	1.0	1.0
STRADB	10	9.833621191832442	0.4552096689073599	1.0	1.0
NFKBIA	10	9.833348270597492	0.45523400169245387	1.0	1.0
NCLN	0	20.04106376373408	0.4553636214534996	1.0	1.0
UBE2V2	0	20.037545973772286	0.4555832410153679	1.0	1.0
HNRNPA0	0	20.03061209157902	0.45601624601333474	1.0	1.0
ARFGAP3	0	20.029713972768405	0.456072342611074	1.0	1.0
GPRASP2	10	9.821343306694846	0.45630493759775503	1.0	1.0
